#Nu	Zh	Pt2	RCC	RCFe	RCPb	RCD2##### RCX = (sig_rad/sig_born)_X
3.99	0.45	1.125	0.927945	0.926479	0.925614	0.929944	
3.99	0.55	0.05	0.932088	0.930556	0.929579	0.934132	
3.99	0.55	0.175	0.930931	0.929372	0.928423	0.932959	
3.99	0.55	0.325	0.929352	0.9278	0.926893	0.93136	
3.99	0.55	0.475	0.927998	0.926476	0.925605	0.929992	
3.99	0.55	0.65	0.927348	0.925858	0.925004	0.929337	
3.99	0.55	1.125	0.927143	0.92568	0.924833	0.929132	
3.99	0.65	0.05	0.929505	0.927952	0.927042	0.931515	
3.99	0.65	0.175	0.92823	0.926667	0.925789	0.930223	
3.99	0.65	0.325	0.926837	0.925297	0.924454	0.928815	
3.99	0.65	0.475	0.92599	0.924481	0.923659	0.927961	
3.99	0.65	0.65	0.925794	0.924313	0.923496	0.927766	
3.99	0.65	1.125	0.887963	0.886601	0.886117	0.889407	
3.99	0.75	0.05	0.927058	0.925529	0.924681	0.929041	
3.99	0.75	0.175	0.925606	0.924076	0.923264	0.92757	
3.99	0.75	0.325	0.924344	0.922839	0.922057	0.926296	
3.99	0.75	0.475	0.891135	0.889734	0.889258	0.892628	
3.99	0.75	0.65	0.88938	0.888005	0.887535	0.890848	
3.99	0.75	1.125	0.886977	0.885632	0.885164	0.888408	
3.99	0.9	0.05	0.889678	0.888293	0.887824	0.891148	
3.99	0.9	0.175	0.889706	0.888331	0.88788	0.891179	
3.99	0.9	0.325	0.88908	0.887723	0.887285	0.890547	
3.99	0.9	0.475	0.888577	0.887225	0.886782	0.890036	
3.99	0.9	0.65	0.887066	0.885735	0.885301	0.888503	
3.99	0.9	1.125	0.88589	0.884564	0.884112	0.887306	
