#Q2	Xb	Zh	Pt	Phi	SigmaB	SigmaOb	Tail1	Taile2	Fact_noex	Fact_ex
2.28115	0.365074	0.530744	0.408037	157.5	0	0	0	0	0.774723	0.774723
2.28115	0.365074	0.530744	0.408037	172.5	0	0	0	0	0.771527	0.771527
1.24696	0.20811	0.766021	0.529812	-172.5	0	0	0	0	0.875729	0.875729
1.24696	0.20811	0.766021	0.529812	-157.5	0	0	0	0	0.876946	0.876946
1.24696	0.20811	0.766021	0.529812	-142.5	0	0	0	0	0.877388	0.877388
1.24696	0.20811	0.766021	0.529812	-127.5	0	0	0	0	0.878627	0.878627
1.24696	0.20811	0.766021	0.529812	-112.5	0	0	0	0	0.878978	0.878978
1.24696	0.20811	0.766021	0.529812	-97.5	0	0	0	0	0.879349	0.879349
1.24696	0.20811	0.766021	0.529812	-82.5	0	0	0	0	0.879259	0.879259
1.24696	0.20811	0.766021	0.529812	-67.5	0	0	0	0	0.878685	0.878685
1.24696	0.20811	0.766021	0.529812	-52.5	0	0	0	0	0.878598	0.878598
1.24696	0.20811	0.766021	0.529812	-37.5	0	0	0	0	0.877849	0.877849
1.24696	0.20811	0.766021	0.529812	-22.5	0	0	0	0	0.877999	0.877999
1.24696	0.20811	0.766021	0.529812	-7.5	0	0	0	0	0.87758	0.87758
1.24696	0.20811	0.766021	0.529812	7.5	0	0	0	0	0.87758	0.87758
1.24696	0.20811	0.766021	0.529812	22.5	0	0	0	0	0.877999	0.877999
1.24696	0.20811	0.766021	0.529812	37.5	0	0	0	0	0.877849	0.877849
1.24696	0.20811	0.766021	0.529812	52.5	0	0	0	0	0.878598	0.878598
1.24696	0.20811	0.766021	0.529812	67.5	0	0	0	0	0.878685	0.878685
1.24696	0.20811	0.766021	0.529812	82.5	0	0	0	0	0.879259	0.879259
1.24696	0.20811	0.766021	0.529812	97.5	0	0	0	0	0.879349	0.879349
1.24696	0.20811	0.766021	0.529812	112.5	0	0	0	0	0.878978	0.878978
1.24696	0.20811	0.766021	0.529812	127.5	0	0	0	0	0.878627	0.878627
1.24696	0.20811	0.766021	0.529812	142.5	0	0	0	0	0.877388	0.877388
1.24696	0.20811	0.766021	0.529812	157.5	0	0	0	0	0.876946	0.876946
1.24696	0.20811	0.766021	0.529812	172.5	0	0	0	0	0.875729	0.875729
1.72947	0.258314	0.765348	0.543691	-172.5	0	0	0	0	0.875918	0.875918
1.72947	0.258314	0.765348	0.543691	-157.5	0	0	0	0	0.875215	0.875215
1.72947	0.258314	0.765348	0.543691	-142.5	0	0	0	0	0.87562	0.87562
1.72947	0.258314	0.765348	0.543691	-127.5	0	0	0	0	0.875065	0.875065
1.72947	0.258314	0.765348	0.543691	-112.5	0	0	0	0	0.874871	0.874871
1.72947	0.258314	0.765348	0.543691	-97.5	0	0	0	0	0.874088	0.874088
1.72947	0.258314	0.765348	0.543691	-82.5	0	0	0	0	0.873531	0.873531
1.72947	0.258314	0.765348	0.543691	-67.5	0	0	0	0	0.873011	0.873011
1.72947	0.258314	0.765348	0.543691	-52.5	0	0	0	0	0.872112	0.872112
