#Q2	Xb	Zh	Pt	Phi	SigmaB	SigmaOb	Tail1	Taile2	Fact_noex	Fact_ex
2.31045	0.365264	0.365582	0.327716	-172.5	0	0	0	0	0.78901	0.78901
2.31045	0.365264	0.365582	0.327716	-157.5	0	0	0	0	0.788794	0.788794
2.31045	0.365264	0.365582	0.327716	-142.5	0	0	0	0	0.789356	0.789356
2.31045	0.365264	0.365582	0.327716	-127.5	0	0	0	0	0.788735	0.788735
2.31045	0.365264	0.365582	0.327716	-112.5	0	0	0	0	0.792374	0.792374
2.31045	0.365264	0.365582	0.327716	-97.5	0	0	0	0	0.790828	0.790828
2.31045	0.365264	0.365582	0.327716	-82.5	0	0	0	0	0.790377	0.790377
2.31045	0.365264	0.365582	0.327716	-67.5	0	0	0	0	0.789284	0.789284
2.31045	0.365264	0.365582	0.327716	-52.5	0	0	0	0	0.788101	0.788101
2.31045	0.365264	0.365582	0.327716	-37.5	0	0	0	0	0.787459	0.787459
2.31045	0.365264	0.365582	0.327716	-22.5	0	0	0	0	0.788523	0.788523
2.31045	0.365264	0.365582	0.327716	-7.5	0	0	0	0	0.790857	0.790857
2.31045	0.365264	0.365582	0.327716	7.5	0	0	0	0	0.790857	0.790857
2.31045	0.365264	0.365582	0.327716	22.5	0	0	0	0	0.788523	0.788523
2.31045	0.365264	0.365582	0.327716	37.5	0	0	0	0	0.787459	0.787459
2.31045	0.365264	0.365582	0.327716	52.5	0	0	0	0	0.788101	0.788101
2.31045	0.365264	0.365582	0.327716	67.5	0	0	0	0	0.789284	0.789284
2.31045	0.365264	0.365582	0.327716	82.5	0	0	0	0	0.790377	0.790377
2.31045	0.365264	0.365582	0.327716	97.5	0	0	0	0	0.790828	0.790828
2.31045	0.365264	0.365582	0.327716	112.5	0	0	0	0	0.792374	0.792374
2.31045	0.365264	0.365582	0.327716	127.5	0	0	0	0	0.788735	0.788735
2.31045	0.365264	0.365582	0.327716	142.5	0	0	0	0	0.789356	0.789356
2.31045	0.365264	0.365582	0.327716	157.5	0	0	0	0	0.788794	0.788794
2.31045	0.365264	0.365582	0.327716	172.5	0	0	0	0	0.78901	0.78901
1.24565	0.202867	0.52982	0.438585	-172.5	0	0	0	0	0.909603	0.909603
1.24565	0.202867	0.52982	0.438585	-157.5	0	0	0	0	0.914562	0.914562
1.24565	0.202867	0.52982	0.438585	-142.5	0	0	0	0	0.921681	0.921681
1.24565	0.202867	0.52982	0.438585	-127.5	0	0	0	0	0.936353	0.936353
1.24565	0.202867	0.52982	0.438585	-112.5	0	0	0	0	0.955358	0.955358
1.24565	0.202867	0.52982	0.438585	-97.5	0	0	0	0	0.954666	0.954666
1.24565	0.202867	0.52982	0.438585	-82.5	0	0	0	0	0.952823	0.952823
1.24565	0.202867	0.52982	0.438585	-67.5	0	0	0	0	0.950806	0.950806
1.24565	0.202867	0.52982	0.438585	-52.5	0	0	0	0	0.948923	0.948923
1.24565	0.202867	0.52982	0.438585	-37.5	0	0	0	0	0.94714	0.94714
