 #***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.6940  22.9053   0.2150   1.3395  0.22553E+03  0.22540E+03  0.13043E+00  0.25993E+03  0.96005E-01  0.83904E+01  0.25144E+03  0.10013E+01
    5.0140   1.6940  23.4394   0.2250   1.4018  0.20377E+03  0.20366E+03  0.10348E+00  0.23330E+03  0.63325E-01  0.72718E+01  0.22597E+03  0.10014E+01
    5.0140   1.6940  23.9621   0.2350   1.4641  0.18452E+03  0.18444E+03  0.80721E-01  0.20992E+03  0.41575E-01  0.63231E+01  0.20355E+03  0.10015E+01
    5.0140   1.6940  24.4744   0.2450   1.5264  0.16741E+03  0.16735E+03  0.61627E-01  0.18929E+03  0.27149E-01  0.55170E+01  0.18375E+03  0.10016E+01
    5.0140   1.6940  24.9768   0.2550   1.5887  0.15216E+03  0.15211E+03  0.45732E-01  0.17104E+03  0.17632E-01  0.48287E+01  0.16619E+03  0.10018E+01
    5.0140   1.6940  25.4699   0.2650   1.6510  0.13851E+03  0.13848E+03  0.32617E-01  0.15482E+03  0.11393E-01  0.42388E+01  0.15057E+03  0.10019E+01
    5.0140   1.6940  25.9542   0.2750   1.7133  0.12626E+03  0.12623E+03  0.21909E-01  0.14035E+03  0.73344E-02  0.37313E+01  0.13661E+03  0.10020E+01
    5.0140   1.6940  26.6653   0.2900   1.8067  0.11011E+03  0.11010E+03  0.96557E-02  0.12146E+03  0.37860E-02  0.30964E+01  0.11836E+03  0.10023E+01
    5.0140   1.6940  27.8131   0.3150   1.9625  0.88073E+02  0.88075E+02 -0.15782E-02  0.95984E+02  0.13240E-02  0.22984E+01  0.93684E+02  0.10026E+01
    5.0140   1.6940  29.1354   0.3450   2.1494  0.67758E+02  0.67762E+02 -0.48214E-02  0.72887E+02  0.50088E-03  0.16379E+01  0.71249E+02  0.10031E+01
