 #***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   2.2740  20.2827   0.2750   1.4140  0.64187E+04  0.64175E+04  0.11510E+01  0.68176E+04  0.25387E-01  0.11044E+03  0.67071E+04  0.10000E+01
    5.0140   2.2740  20.8345   0.2900   1.4911  0.55752E+04  0.55748E+04  0.34153E+00  0.58828E+04  0.12885E-01  0.91976E+02  0.57908E+04  0.10000E+01
    5.0140   2.2740  21.7245   0.3150   1.6196  0.44264E+04  0.44267E+04 -0.31921E+00  0.46232E+04  0.41766E-02  0.69110E+02  0.45541E+04  0.10000E+01
    5.0140   2.2740  22.7486   0.3450   1.7739  0.33721E+04  0.33726E+04 -0.53368E+00  0.34832E+04  0.10809E-02  0.50102E+02  0.34331E+04  0.10000E+01
    5.0140   2.2740  23.7309   0.3750   1.9281  0.25775E+04  0.25779E+04 -0.43959E+00  0.26358E+04  0.27787E-03  0.36946E+02  0.25989E+04  0.10000E+01
    5.0140   2.2740  24.8305   0.4100   2.1081  0.18896E+04  0.18897E+04 -0.12181E+00  0.19119E+04  0.56077E-04  0.26299E+02  0.18856E+04  0.10000E+01
    5.0140   2.2740  26.1806   0.4550   2.3395  0.12729E+04  0.12723E+04  0.59645E+00  0.12720E+04  0.69175E-05  0.17962E+02  0.12541E+04  0.10000E+01
    5.0140   2.2740  28.0239   0.5200   2.6737  0.72193E+03  0.72023E+03  0.17050E+01  0.70980E+03  0.30812E-06  0.11546E+02  0.69825E+03  0.10000E+01
    5.0140   2.1240  17.6558   0.1850   1.0033  0.12488E+05  0.12477E+05  0.11223E+02  0.14037E+05  0.15203E+01  0.31950E+03  0.13716E+05  0.10000E+01
    5.0140   2.1240  18.1306   0.1950   1.0575  0.11147E+05  0.11138E+05  0.92040E+01  0.12453E+05  0.93121E+00  0.27347E+03  0.12179E+05  0.10000E+01
    5.0140   2.1240  18.5937   0.2050   1.1118  0.99822E+04  0.99748E+04  0.74643E+01  0.11087E+05  0.57432E+00  0.23520E+03  0.10851E+05  0.10000E+01
    5.0140   2.1240  19.0459   0.2150   1.1660  0.89652E+04  0.89593E+04  0.59742E+01  0.99010E+04  0.35633E+00  0.20317E+03  0.96975E+04  0.10000E+01
    5.0140   2.1240  19.4880   0.2250   1.2202  0.80728E+04  0.80681E+04  0.47059E+01  0.88666E+04  0.22220E+00  0.17621E+03  0.86902E+04  0.10000E+01
    5.0140   2.1240  19.9207   0.2350   1.2745  0.72857E+04  0.72821E+04  0.36336E+01  0.79598E+04  0.13914E+00  0.15340E+03  0.78062E+04  0.10000E+01
    5.0140   2.1240  20.3445   0.2450   1.3287  0.65888E+04  0.65861E+04  0.27342E+01  0.71616E+04  0.87454E-01  0.13405E+03  0.70274E+04  0.10000E+01
    5.0140   2.1240  20.7601   0.2550   1.3829  0.59689E+04  0.59669E+04  0.19862E+01  0.64554E+04  0.55124E-01  0.11747E+03  0.63379E+04  0.10000E+01
    5.0140   2.1240  21.1678   0.2650   1.4371  0.54158E+04  0.54144E+04  0.13707E+01  0.58292E+04  0.34832E-01  0.10327E+03  0.57259E+04  0.10000E+01
    5.0140   2.1240  21.5682   0.2750   1.4914  0.49203E+04  0.49194E+04  0.87048E+00  0.52713E+04  0.22051E-01  0.91034E+02  0.51802E+04  0.10000E+01
    5.0140   2.1240  22.1559   0.2900   1.5727  0.42699E+04  0.42696E+04  0.30327E+00  0.45438E+04  0.11135E-01  0.75752E+02  0.44681E+04  0.10000E+01
    5.0140   2.1240  23.1038   0.3150   1.7083  0.33859E+04  0.33860E+04 -0.17394E+00  0.35657E+04  0.35784E-02  0.56715E+02  0.35090E+04  0.10000E+01
    5.0140   2.1240  24.1948   0.3450   1.8710  0.25752E+04  0.25756E+04 -0.32882E+00  0.26814E+04  0.91616E-03  0.40929E+02  0.26405E+04  0.10000E+01
    5.0140   2.1240  25.2415   0.3750   2.0337  0.19654E+04  0.19657E+04 -0.28327E+00  0.20256E+04  0.23286E-03  0.30019E+02  0.19956E+04  0.10000E+01
    5.0140   2.1240  26.4135   0.4100   2.2235  0.14382E+04  0.14383E+04 -0.94662E-01  0.14663E+04  0.46346E-04  0.21218E+02  0.14451E+04  0.10000E+01
    5.0140   2.1240  27.8530   0.4550   2.4676  0.96644E+03  0.96608E+03  0.35366E+00  0.97298E+03  0.56085E-05  0.14223E+02  0.95876E+03  0.10000E+01
    5.0140   2.1240  29.8191   0.5200   2.8201  0.54603E+03  0.54495E+03  0.10769E+01  0.54074E+03  0.24238E-06  0.88157E+01  0.53192E+03  0.10000E+01
    5.0140   1.9990  18.5969   0.1850   1.0467  0.10077E+05  0.10068E+05  0.83785E+01  0.11426E+05  0.13908E+01  0.27639E+03  0.11148E+05  0.10000E+01
    5.0140   1.9990  19.0975   0.1950   1.1033  0.89901E+04  0.89832E+04  0.68752E+01  0.10131E+05  0.84987E+00  0.23668E+03  0.98931E+04  0.10000E+01
    5.0140   1.9990  19.5857   0.2050   1.1598  0.80475E+04  0.80419E+04  0.55816E+01  0.90139E+04  0.52297E+00  0.20358E+03  0.88098E+04  0.10000E+01
    5.0140   1.9990  20.0626   0.2150   1.2164  0.72246E+04  0.72201E+04  0.44743E+01  0.80454E+04  0.32367E+00  0.17587E+03  0.78692E+04  0.10000E+01
    5.0140   1.9990  20.5288   0.2250   1.2730  0.65028E+04  0.64993E+04  0.35326E+01  0.72012E+04  0.20135E+00  0.15255E+03  0.70484E+04  0.10000E+01
    5.0140   1.9990  20.9851   0.2350   1.3296  0.58665E+04  0.58638E+04  0.27367E+01  0.64613E+04  0.12578E+00  0.13280E+03  0.63284E+04  0.10000E+01
    5.0140   1.9990  21.4321   0.2450   1.3862  0.53032E+04  0.53012E+04  0.20692E+01  0.58103E+04  0.78853E-01  0.11601E+03  0.56942E+04  0.10000E+01
    5.0140   1.9990  21.8704   0.2550   1.4427  0.48025E+04  0.48010E+04  0.15139E+01  0.52348E+04  0.49578E-01  0.10166E+03  0.51331E+04  0.10000E+01
    5.0140   1.9990  22.3005   0.2650   1.4993  0.43557E+04  0.43546E+04  0.10566E+01  0.47245E+04  0.31245E-01  0.89360E+02  0.46351E+04  0.10000E+01
    5.0140   1.9990  22.7229   0.2750   1.5559  0.39556E+04  0.39549E+04  0.68443E+00  0.42702E+04  0.19727E-01  0.78768E+02  0.41914E+04  0.10000E+01
    5.0140   1.9990  23.3428   0.2900   1.6407  0.34307E+04  0.34304E+04  0.26133E+00  0.36782E+04  0.99226E-02  0.65516E+02  0.36127E+04  0.10000E+01
    5.0140   1.9990  24.3430   0.3150   1.7822  0.27179E+04  0.27180E+04 -0.10349E+00  0.28830E+04  0.31667E-02  0.48959E+02  0.28341E+04  0.10000E+01
    5.0140   1.9990  25.4944   0.3450   1.9519  0.20649E+04  0.20652E+04 -0.21962E+00  0.21653E+04  0.80376E-03  0.35213E+02  0.21301E+04  0.10000E+01
