# ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   2.0540  30.3747   0.5090   2.8273  0.52928E+03  0.52850E+03  0.77834E+00  0.52738E+03  0.37435E-06  0.84803E+01  0.51890E+03  0.10000E+01
    5.0140   2.0540  30.9954   0.5295   2.9411  0.44163E+03  0.44068E+03  0.95173E+00  0.43788E+03  0.13580E-06  0.73744E+01  0.43050E+03  0.10000E+01
    5.0140   2.0540  31.6050   0.5500   3.0550  0.36825E+03  0.36713E+03  0.11117E+01  0.36337E+03  0.48637E-07  0.64817E+01  0.35688E+03  0.10000E+01
    5.0140   2.0140  18.2777   0.1810   1.0190  0.10832E+05  0.10823E+05  0.93650E+01  0.12301E+05  0.17150E+01  0.29952E+03  0.11999E+05  0.10000E+01
    5.0140   2.0140  19.2944   0.2015   1.1344  0.85808E+04  0.85746E+04  0.62246E+01  0.96212E+04  0.62619E+00  0.21809E+03  0.94024E+04  0.10000E+01
    5.0140   2.0140  20.2620   0.2220   1.2498  0.68854E+04  0.68815E+04  0.39317E+01  0.76297E+04  0.23473E+00  0.16180E+03  0.74677E+04  0.10000E+01
    5.0140   2.0140  21.1872   0.2425   1.3652  0.55806E+04  0.55783E+04  0.23008E+01  0.61160E+04  0.89666E-01  0.12197E+03  0.59940E+04  0.10000E+01
    5.0140   2.0140  22.0754   0.2630   1.4806  0.45580E+04  0.45568E+04  0.11775E+01  0.49440E+04  0.34698E-01  0.93206E+02  0.48508E+04  0.10000E+01
    5.0140   2.0140  22.9308   0.2835   1.5960  0.37444E+04  0.37440E+04  0.43756E+00  0.40226E+04  0.13540E-01  0.72101E+02  0.39505E+04  0.10000E+01
    5.0140   2.0140  23.7571   0.3040   1.7114  0.30892E+04  0.30892E+04 -0.11197E-01  0.32890E+04  0.53066E-02  0.56410E+02  0.32326E+04  0.10000E+01
    5.0140   2.0140  24.5571   0.3245   1.8268  0.25565E+04  0.25567E+04 -0.16935E+00  0.26993E+04  0.20826E-02  0.44770E+02  0.26546E+04  0.10000E+01
    5.0140   2.0140  25.3334   0.3450   1.9422  0.21201E+04  0.21204E+04 -0.23053E+00  0.22212E+04  0.81621E-03  0.35823E+02  0.21854E+04  0.10000E+01
    5.0140   2.0140  26.0881   0.3655   2.0576  0.17609E+04  0.17611E+04 -0.22418E+00  0.18317E+04  0.31875E-03  0.28875E+02  0.18028E+04  0.10000E+01
    5.0140   2.0140  26.8230   0.3860   2.1730  0.14643E+04  0.14645E+04 -0.17239E+00  0.15129E+04  0.12382E-03  0.23433E+02  0.14895E+04  0.10000E+01
