#pid	mother_id	Npart	Ntotal	ratio
221	91		52120	100622	0.62328095			
221	92		17342	100622	0.20738562
221	331		14160	100622	0.16933343
223	91		79837	83622	0.79343484
223	92		20215	83622	0.20090040
223	331		570	83622	0.0056647652
111	91		15494	131435	0.11788336
111	92		6238	131435	0.047460722
111	331		1195	131435	0.0090919466
111	221		14859	131435	0.11305208
111	223		18727	131435	0.14248107

