# ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.8440  34.6068   0.5500   3.2717  0.26530E+01  0.26522E+01  0.85968E-03  0.26712E+01  0.47707E-04  0.49728E-01  0.26214E+01  0.10000E+01
    5.0140   1.7440  20.5293   0.1810   1.1107  0.57265E+02  0.57263E+02  0.13498E-02  0.67337E+02  0.74651E-01  0.32395E+01  0.64023E+02  0.10000E+01
    5.0140   1.7440  21.6741   0.2015   1.2365  0.45780E+02  0.45779E+02  0.12741E-02  0.53007E+02  0.42765E-01  0.23217E+01  0.50643E+02  0.10000E+01
    5.0140   1.7440  22.7639   0.2220   1.3623  0.37050E+02  0.37049E+02  0.12127E-02  0.42311E+02  0.25266E-01  0.17010E+01  0.40585E+02  0.10000E+01
    5.0140   1.7440  23.8064   0.2425   1.4880  0.30276E+02  0.30275E+02  0.11510E-02  0.34145E+02  0.15314E-01  0.12627E+01  0.32867E+02  0.10000E+01
    5.0140   1.7440  24.8076   0.2630   1.6138  0.24930E+02  0.24929E+02  0.10920E-02  0.27806E+02  0.95003E-02  0.95818E+00  0.26838E+02  0.10000E+01
    5.0140   1.7440  25.7724   0.2835   1.7396  0.20654E+02  0.20653E+02  0.10391E-02  0.22802E+02  0.60102E-02  0.73338E+00  0.22062E+02  0.10000E+01
    5.0140   1.7440  26.7045   0.3040   1.8654  0.17199E+02  0.17198E+02  0.98445E-03  0.18813E+02  0.38756E-02  0.56913E+00  0.18240E+02  0.10000E+01
    5.0140   1.7440  27.6075   0.3245   1.9912  0.14386E+02  0.14385E+02  0.94671E-03  0.15600E+02  0.25338E-02  0.44473E+00  0.15152E+02  0.10000E+01
    5.0140   1.7440  28.4840   0.3450   2.1170  0.12089E+02  0.12088E+02  0.89934E-03  0.13000E+02  0.16765E-02  0.35076E+00  0.12648E+02  0.10000E+01
    5.0140   1.7440  29.3365   0.3655   2.2428  0.10217E+02  0.10216E+02  0.85778E-03  0.10890E+02  0.11197E-02  0.27821E+00  0.10611E+02  0.10000E+01
    5.0140   1.7440  30.1670   0.3860   2.3686  0.86218E+01  0.86209E+01  0.82360E-03  0.91168E+01  0.75465E-03  0.22244E+00  0.88936E+01  0.10000E+01
    5.0140   1.7440  30.9772   0.4065   2.4944  0.72371E+01  0.72364E+01  0.79407E-03  0.76116E+01  0.51411E-03  0.17913E+00  0.74320E+01  0.10000E+01
    5.0140   1.7440  31.7689   0.4270   2.6202  0.61031E+01  0.61023E+01  0.75685E-03  0.63806E+01  0.35398E-03  0.14457E+00  0.62356E+01  0.10000E+01
    5.0140   1.7440  32.5432   0.4475   2.7460  0.51665E+01  0.51658E+01  0.72949E-03  0.53678E+01  0.24676E-03  0.11727E+00  0.52503E+01  0.10000E+01
    5.0140   1.7440  33.3015   0.4680   2.8718  0.43940E+01  0.43932E+01  0.71250E-03  0.45319E+01  0.17362E-03  0.95840E-01  0.44359E+01  0.10000E+01
    5.0140   1.7440  34.0447   0.4885   2.9976  0.37002E+01  0.36995E+01  0.68872E-03  0.37971E+01  0.12295E-03  0.78442E-01  0.37185E+01  0.10000E+01
    5.0140   1.7440  34.7740   0.5090   3.1234  0.31105E+01  0.31098E+01  0.67041E-03  0.31798E+01  0.87037E-04  0.64577E-01  0.31152E+01  0.10000E+01
    5.0140   1.7440  35.4902   0.5295   3.2492  0.26297E+01  0.26290E+01  0.66036E-03  0.26758E+01  0.61933E-04  0.53384E-01  0.26223E+01  0.10000E+01
    5.0140   1.7440  36.1940   0.5500   3.3750  0.22338E+01  0.22332E+01  0.65245E-03  0.22597E+01  0.44429E-04  0.44339E-01  0.22153E+01  0.10000E+01
    5.0140   1.6440  20.2099   0.1605   1.0150  0.61796E+02  0.61795E+02  0.10987E-02  0.74759E+02  0.13025E+00  0.43034E+01  0.70325E+02  0.10000E+01
    5.0140   1.6440  21.4762   0.1810   1.1446  0.48648E+02  0.48647E+02  0.10528E-02  0.57781E+02  0.71375E-01  0.29986E+01  0.54711E+02  0.10000E+01
    5.0140   1.6440  22.6751   0.2015   1.2743  0.38899E+02  0.38898E+02  0.99106E-03  0.45469E+02  0.40870E-01  0.21491E+01  0.43279E+02  0.10000E+01
    5.0140   1.6440  23.8167   0.2220   1.4039  0.31487E+02  0.31486E+02  0.93338E-03  0.36282E+02  0.24087E-01  0.15735E+01  0.34684E+02  0.10000E+01
    5.0140   1.6440  24.9089   0.2425   1.5336  0.25736E+02  0.25735E+02  0.88523E-03  0.29274E+02  0.14585E-01  0.11723E+01  0.28087E+02  0.10000E+01
    5.0140   1.6440  25.9580   0.2630   1.6632  0.21197E+02  0.21196E+02  0.83987E-03  0.23832E+02  0.90208E-02  0.88577E+00  0.22937E+02  0.10000E+01
